Plant ID,Plant latin name,Tissue literature ID,Tissue literature name,Detail page ID,Literature code,Reference,Summary,Objectives,Materials,Explant,Initial culture,Shoot multiplication,Rooting,Acclimation,Planting,Cultivation conditions,Traints of regenerants,Ingredients analyzed,Extraction,Analitical methods,Notes,Original code,Publication,Explant sterilization,Traints of regenerant,Ingredients produced
54,Pinellia ternata Breitenb.,78,Pinellia_ternata-Ref-1,78,Pinellia_ternata-Ref-1,"進士ら, 植物組織培養, 8(2), 129-132 (1991)","Time course of the growth of cultured Pinellia ternata plants was investigated.Corm-like bodies were cultured in a MS liquid medium containing 0.25mg/l IAA and 0.5mg/l BA by shaking. On the 13th, 27th, 41th, and 54th day, the dry weight of each organ-corm-like body, leaf blade, petiole, root-was measured. From these data, growth parameters and distribution rate of dry matter in each organ were calculated.Relative growth rate was at its maximum at the beginning of culture and then decreased gradually. The growth rate in the dry matter of the whole plant was at its maximum between the 13th-27th day.The time course of the distribution rate of dry matter in each organ indicates that during the first half of the culture period, mainly leaf blades and petioles grow and during the latter half, mainly corm-like bodies grow.Judging from the weight of corm-like bodies obtained for a fixed period and the cost in gaining corm-like bodies, the best culture period was 41 days.",,,,,,,,,,,,,,,,,,,
41,Plantago asiatica Ｌ．,35,Plantago_asiatica-Ref-1,35,Plantago_asiatica-Ref-1,"Makowczyńska J and Andrzejewska-Golec E, Acta Soc. Bo t. Pol., 69: 245-250 (2000)",Early stages of direct somatic embryogenesis in Plantago asiatica were observed by light microscopy. In calli of Plantago asiatica two phenomena occurred simultaneously: somatic organogenesis and somatic embryogenesis.,Induction of somatic embryogenesis in Plantago asiatica L.,"Seeds of Plantago asiatica L. from Botanical Garden Faculty of Science, University of Tokyo",Seeds,"Seeds of Plantago asiatica L. were surface sterilized by immersion in 2.0% sodium hypochlorite for 10 min, then rinsed 3 times in sterile water. Then, they were germinated in aseptic conditions on Murashige and Skoog medium supplemeted with 0.2 mg/l kinetin and 1 mg/l giberellic acid and 0.7% Difco Bacto Agar. The cultures were placed in the dark and after germination they were transferred into light. 4 week-old seedling were used as explants (hypocotyls, roots, cotyledons).","For embryogenic callus initiation, explants were placed on the MS medium with 0.5 or 1 mg/l 2,4-dichlorophenoxyacetic acid (2,4-D) and 0.2 mg/l 6-benzylaminopurin (BAP). The best result for callus initiation was observed with the root as explant, and somatic embryos; globular stage embryos and polycotyledonary torpedo stage embryos occurred on the root tissue cultured with 1 mg/l 2,4-D and 0.2 mg/l BAP (passage 0). The resulting calli after 6 weeks of passage 0 were transferred onto agar medium MS with 0.5 mg/l 2,4-D and 0.2 mg/l BAP or 0.2 mg/l α-naphthaleneacetic acid (NAA) and 0.2 mg/l BAP or only 0.5 mg/l BAP-6 weeks of passage 1. In calli of various origin histological study showed globular, heart and aberrant torpedo stage embryos and rhizogenesis was observed. Resulting microshoots had well-shaped chloroplasts, stomata and headed hairs typical for Plantaginaceae family. The calli obtained from the first passage were grown on MS medium supplemented with 0.5 mg/l abcisic acid (ABA) for prevention of aberrations in somatic embryogenesis and 1 mg/l BAP-passage 2-5. In passage 5, many microshoots formed on the callus induced from root.",,,,,,,,,,,,,,
41,Plantago asiatica Ｌ．,36,Plantago_asiatica-Ref-2,36,Plantago_asiatica-Ref-2,"Makowczyńska J and Andrzejewska-Golec E, Acta Soc. Bo t. Pol., 72: 191-194 (2003)",Shoot-tip multiplication of the medicinal species-Plantago asiatica was carried on MS medium with IAA and BAP or kinetin. Best results in micropropagation were achieved by adding 0.1 mg/l IAA and 1 mg/l BAP. After 6 weeks shoots were transgerred to MS medium for rooting. The resulting plantlets were transferred after 8 weeks into pots and after a period of adaptation into the ground (field culture). The species Plantago asiatica was propagated in vitro by shoot-tip multiplication for the first time.,Micropropagation of P. asiatica by use of shoot-tip culture.,"Seeds of Plantago asiatica L. from Botanical Garden Faculty of Science, University of Tokyo",Seeds,"Seeds of Plantago asiatica L. were surface sterilized by immersion in 2.0% sodium hypochlorite for 10 min, then rinsed 3 times in sterile water. Then, they were germinated in aseptic conditions on Murashige and Skoog medium supplemeted with 2.0 mg/l kinetin and 1 mg/l giberellic acid and 0.7% Difco Bacto Agar. The cultures were placed in the dark and after germination they were transferred into light. The source of the explants were 2- and 4-week seedlings, from which 1 cm fragments of the shoot-tip were taken.","The shoot-tips were placed on the MS medium （0.7% agar）containing 1 or 0.1 mg/l indole-3-acetic acid (IAA) and diggerent concentration of kinetin or 6-benzylaminopurine (BAP). All culture were done in growing chamber at 25±2℃, in 80-90% humidity and light intensity 40 μmol/m2s. At the beginning of the second week of shoot-tip culture in vitro roots started to appear, and at the end of the second week the first buds appeared. The age of the seedling (2 or 4 weeks), from which explants were sampled, did not affect their ability to form shoots or roots. The best micropropagation (multiplication rate) results were obtained for MS medium enriched with 0.1 mg/l IAA and 1 mg/l BAP (5.2±0.6shoots/shoot-tip).","The resulting shoots were transgerred after six weeks for rooting onto an agar MS medium without growth regulators. The plants did not require any additional media for elongation. After 8 weeks well-rooted plants were obtained, which were able to develop further in pot culture.","After a rooting period of two weeks the plantlets were washed in sterile water to remove agar and transferred into pots with a sterilized mixture of soil, sand and peat (3:4:4 v/v). The plants were watered every two days with sterile water. Glass covers were used to ensure high humidity around the plants at the initial steps of growth. After one week the time of contact with non-sterile air was increased gradually. Three weeks later the glass covers were removed and the plants were watered with normal tap water.","Following adaptation the plants were transferred into the ground in the Garden of Medicinal Plants, Department of Pharmacognosy, Medical University of Lodz.",,"Plant derived from in vitro clonal propagation by shoot-tip multiplication were normal in appearance. They did not significantly differ in morphology from the plants obtained in our climate during conventional culture in the soil. The plants showed vigor. They developed a normal root system. Plant cultures in vitro blossomed between the 3rd and 5th months of the pot culture. In room conditions, they gave fruit and normal fertile seeds. The plants were transplanted into the soil (field culture) and survived winter well.",,,,,,,,,
41,Plantago asiatica Ｌ．,87,Plantago_asiatica-Ref-3,87,Plantago_asiatica-Ref-3,ZENG Jian-jun et al. Journal of Anhui Agricultural Sciences 2008-05,"The research aimed to establish the high-effective plant regeneration system in vitro in Plantago asiatica L.and lay the foundation of rape propagation of P.asiatica.[Method] With the hypocotyls and leaves of P.asiatica aseptic seedlings as tested materials and MS as basic medium,the effect of the media with different matching of 6-BA and NAA on the induction of adventitious buds of hypocotyls and leaves of P.asiatica.[Result] The hypocotyls cultured on the MS medium with 2mg/L 6-BA alone for 5～7dcould directly differentiate into the adventitious buds without passing through callus induction stage and the induction of adventitious buds was 80 % and an average of 7~8 adventitious buds were obtained per explant.Adding NAA on the MS medium could promote adventitious root differentiation,but influence adventitious bud induction.When 6-BA was combined with NAA,the explants were easy to differentiate into callus.The rooting induction of regenerated seedlings cultured on the MS medium with NAA was 100 %.When the regenerated plants were transplanted into pots they could obtain the survival rate of 100 % and grow well.[Conclusion] 6-BA can promote hypocotyls of P.asiatica to directly differentiate into adventitious buds and NAA can influence adventitious bud induction,so NAA should be avoided to add on the medium of adventitious bud induction.",The research aimed to establish the high-effective plant regeneration system in vitro in Plantago asiatica L.and lay the foundation of rape propagation of P.asiatica,,With the hypocotyls and leaves of P.asiatica aseptic seedlings,The hypocotyls cultured on the MS medium with 2mg/L 6-BA alone for 5～7dcould directly differentiate into the adventitious buds without passing through callus,,The rooting induction of regenerated seedlings cultured on the MS medium with NAA was 100 %,When the regenerated plants were transplanted into pots they could obtain the survival rate of 100 % and grow well,,,,,,,,,,,,
18,Platycodon glandiflorum (Jacq.) A. DC.,116,Platycodon_glandiflorum-Ref-1,116,Platycodon_glandiflorum-Ref-1,"米光ら,Natural Medicines 52(4): 368-371(1998)",Axillary buds of flowering plants of Platycodon grandiflorum A. DC. cultivated in the field formed multiple shoots when cultured on MS medium supplanted with 0.3mg/L BA and 0.1mg/L NAA．The percentage of buds which formed shoots was 50％ and the mean number of shoots per bud was 4.2. The shoot tips（approx. 1cm）of these in vitro subcultured shoots formed multiple shoots（average 3.5 shoots）when cultured on MS medium supplemented with 0.3mg/L BA and 0.03mg/L NAA. 100％ of the in vitro shoots rooted when cultured in MS medium supplemented with 0.03mg/L NAA. The plantlets were transferred to vermiculite and cultivated in the field．,Efficient propagation of Platycodon grandiflorum through plant tissue culture,,,,,,,,,,,,,,,,,,
44,Polygala senega L. var. latifolia Torr. et A. Gray,113,Polygala_senega-Ref-1,113,Polygala_senega-Ref-1,久保義博、村上守一、寺西雅弘、吉田幸雄、日本生薬学会第35回年会講演要旨集、A-1、p.1、1988.,,,,,,,,,,,,,,,,,,,,
152,Polygala tenuifolia Willdenow,48,Polygala_tenuifolia-Ref-1,48,Polygala_tenuifolia-Ref-1,尾嵜誠・岡本誉充・奈良女昭・神田博史・藤野廣春・鈴木正一・吉崎正雄・佐竹元吉 植物組織培養12: 97-98 (1995),"Polygala tenuifolia (Onji) is an perennial herb in the family Polygalaceae which grows naturally in east part of Huabei (the North China) and northeastern part of China . The plant is used mainly as an expectorant and tonic. Field-cultivation studies of this plant have so far been reported, however, there is no report on tissue culture. Here tissue culture conditions for the regeneration of plants from the callus which induced from the leaf segment of the seedlings have been reported to establish the vegetative mass propagation of this plant.",Establishment of vegetative mass propagation method for Polygala tenuifolia,"Seeds collected from the plants cultivated in Experimental Station for Medicinal Plant Research, Graduate School, Faculty of Pharmaceutical Sciences for Education (Pharmaceutical Sciences), University of Toyama",Seeds,,,,,,,,,,,,,,,,
157,Prunus armeniaca Linné,49,Prunus_armeniaca-Ref-1,49,Prunus_armeniaca-Ref-1,"Joseph C. G. et al., Plant Growth Regulation 17: 41-46 (1995)","A prerequisite for most transformation systems is an efficient and reliable method to regenerate phenotypically normal plants. Immature embryos or cotyledons were cultured at three developmental stages (stage 1, 2 and 3, PF = 3, 30-60, and 100, respectively) from two unrelated apricot genotypes, ‘Zard’ and ‘NJA82’. Explants were cultured on MS media supplemented with either BA or TDZ at four concentrations (0, 0.5, 5.0 or 20 μM) and 2,4-D at 0 or 1 μM. Stage 1 embryos cultured on MS medium without growth regulators formed embryoid-like structures. Shoot primordia induction was greatest with stage 2 cotyledons on media containing 5-20 μM TDZ and 1 μM 2,4-D, although shoot morphology was abnormal, especially with the highest level of TDZ. In another factorial experiment, stage 2 cotyledons were cultured on media containing TDZ (0, 5, 7.5, 10, 15 or 20 μM) in combination with either no auxin, 1 μM 2,4-D, 1 μM IBA, or 5 μM IBA. Regeneration percentages of 80% or more were observed on media containing l-5 μM IBA and 5-10 μM TDZ. The medium containing 5 μM IBA and no TDZ exhibited the highest frequency of phenotypically normal plantlet regeneration.",Development of a protocol to regenerate apricot,"Embryos were obtained from two genotypes, ‘Zard’, a Central Asian apricot cultivar, and ‘NJA82’, an unrelated selection from the New Jersey Agricultural Experiment Station Tree Fruit Breeding Program.","Three stages of immature embryo development were utilized: 1) < 1 mm, PF = 3 (38-40 days after anthesis), 2) 5-10 mm, PF = 30-60 (46-48 days after anthesis), and 3) 1.5cm, PF = 100 (58-62 days after anthesis) .",Immature fruit were harvested and surface sterilized with 0.5% sodium hypochlorite containing one drop of Tween-20 for 30 min and rinsed with distilled water.,"MS medium containing 5μM IBA exhibited the highest frequency of plantlet regeneration (92 and 100 percent with ‘NJA82’ and‘Zard’, respectively). Transfer of regenerated shoots to WPM with 6 μM 2iP and 2.2 μM BA induced elongation.","Subculture on WPM with 10 μM IBA induced only minimal callus, and rooting was observed when the cultures were placed in total darkness for approximately 2 weeks.","Rooted shoots were planted in soilless media, acclimated under intermittent mist for approximately 2 weeks, and later transplanted into the field.",,,,,,,,,,,,
158,Prunus armeniaca Linné var. ansu Maximowicz,117,Prunus_armeniaca-Ref-2,117,Prunus_armeniaca-Ref-2,村井・原田.植物組織培養12(3):325-327(1995),日本語論文のため、なし,,,,,,,,,,,,,,,,,,,
103,Pueraria lobata (Willd.) Ohwi,50,Pueraria_lobata-Ref-1,50,Pueraria_lobata-Ref-1,"Li L. and Zhang C.R., Journal of Environmental Biology 27: 21-26 (2006)","Callus induced from leaf explants of Pueraria lobata seedlings were suspended in Gamborg B5 medium supplemented with 1 mg l-1 2,4-dichlorophenoxyacetic acid, 1 mg l-1 naphthalene acetic acid, 0.5 mg l-1 kinetin and 30 g l-1 sucrose. The effects of coconut milk and casein hydrolysate (CH) on cell growth and yields of puerarin and isoflavones in cells suspension were studied. The contents of total isoflavones and puerarin in suspension cultures were determined by spectrophotometry and HPLC. Coconut milk (10%, filter sterilized) decreased the growth of cell cultures and the accumulation of total isoflavones, while 0.2% CH promoted the growth of cell cultures and the accumulation and release of puerarin and total isoflavones. The total yield of puerarin and isoflavones were 34% and 40.8% higher than in the control, respectively. The optimum medium for cell cultures of leaves of P. lobata seedlings was B5 liquid medium supplemented with 2% sucrose, 1.0 mg l-1 2,4-D, 1.0 mg l-1 NAA, 0.5 mg l-1 kinetin and 20 mg l-1 CH. The procedure use is a potentially useful for the production of isoflavones.",The aim of this study was to determine the effects of CM and CH on cell growth and on isoflavone levels in suspension cell cultures of P. lobata.,P. lobata growing in the Botanical Garden (South China Normal University).,Leaves of seedlings that were germinated aseptically.,"(Callus formation) Unripe green pods of P. lobata were rinsed in water, 70% EtOH for 1 min and 0.2% HgCl2 for 20 min, and finally rinsed three times in sterile water. The leaves of aseptic seedlings with four leaves developed after 8 days were excised and placed on MS medium supplemented with 1mg l-1 NAA, 0.5 mg l-1 4-PU and 30 gl-1 sucrose to induce callus formation. Cultures were maintained under a 16 hrs photoperiod regime with fluorescent light at 25ºC without light.","(Callus proliferation) Pieces of callus were excised and transferred to 0.8% agar gel with Gamborg B5 medium supplemented with 1mg l-1 2,4-D, 1mg l-1 NAA, mg l-1 kinetin and 30 g l-1 sucrose for culture. The callus was subcultured every 15 days. (Suspension culture) After 6 subcultures, a light-yellowish coloured, friable callus (1.5 g fresh wt) was transferred to a 150 ml flask containing 50 ml of liquid Gamborg B5 medium supplemented with 1mg l-1 2,4-D, 1mg l-1 NAA, mg l-1 kinetin and 30 g l-1 sucrose and also contained either 20 mg l-1 CH or 10% (v/v) fresh CM. The friable callus rapidly disintegrated to single cells and developed into small cell aggregates after incubation at 25ºC on an orbital shaker (130 rpm).",,,,,,"puerarin, isoflavones","(Extraction for UV-VIS spectrophotometer analysis) Dry powder (25 mg) was blended with 30 ml 95% EtOH and placed in a water bath at 70°C for 6 hr. After cooling, the crude extract was diluted with 95% EtOH to 50 ml. Samples (1.0 ml) of the extract were diluted with distilled H2O upto 25.0 ml. (Extraction for HPLC analysis) 100 mg dry powder samples were extracted in 1.0 ml absolute EtOH for 24 h. Extracts were combined, filtered, and diluted with absolute EtOH to 5 ml.",,,,,,,
133,Quercus acutissima Carruthers,59,Quercus_acutissima-Ref-1,59,Quercus_acutissima-Ref-1,"Okamura M. et al., Journal of Forest Research 6: 63-66 (2001)","Embryogenic callus of Quercus acutissima was successfully induced from embryogenic cultures, and plants were regenerated from the callus. The development of the techniques involved will allow mass propagation and gene transformation in this species. Embryogenic cultures were formed from embryonic axis explants (i.e., embryos without cotyledons) excised from immature embryos, after culture on Murashige and Skoog (MS) medium containing indolebutyric acid and benzyladenine. Attempts to induce embryogenic cultures from cotyledon explants were unsuccessful. Embryogenic calli were induced at high frequency from embryogenic cultures on MS medium containing 2,4-dichlorophenoxyacetic acid. However, benzyladenine inhibited embryogenic callus formation. Somatic embryo development from embryogenic calli occurred on MS medium in all of the seven cell lines tested. Germination of somatic embryos was induced on half strength MS medium without plant growth regulators. Finally, acclimated plants growing in soil were obtained.",effective embryogenic callus formation and plant recovery from embryogenic caIlus in Q. acutissima. リオジ,"We collected open pollinated seeds from grafted clones of three plus trees of Q. acutissima (Daigo 3, Kitaibaraki 2, and Tuskuba 2) in the clone bank of the Ibaraki Prefectural Government Forestry Technology Center.",immature acorns and mature acorns,"The pericarps and seed coats were removed and the embryos were surface sterilized in 70% (vol/vol) ethanol for 1 min and 6% (vol/vol) hydrogen peroxide for 15 min, and then rinsed in sterile deionized water in aseptic conditions. Afterwards embryonic axis explants were cultured on MS containing 5 μM BA and 5 μM IBA for embryogenic culture induction.","(Embryogenic callus induction, Somatic embryo induction) Embryogenic calli from embryogenic culture were induced on MS medium supplemented with 5 μM 2,4-D. Then somatic embryos were developed from embryogenic calli on MS medium without plant growth regulators.",(Germination of somatic embryos) Somatic embryos germinated on half strength MS medium without any plant growth regulators.,"Plantlets were transferred to pots containing vermiculite, and acclimated in the greenhouse.",,,,,,,,,,,,
38,Rehmannia glutiosa Libosch. f. hueichingensis (Chao et Schih) Hsiao,33,Rehmannia_glutinosa_f._hueichingensis-Ref-1,33,Rehmannia_glutinosa_f._hueichingensis-Ref-1,"Xu XH and Davey MR, Plant Cell Reports 2: 55-57 (1983)","Mesophyll protoplasts obtained from leaves of shoot cultures of Rehmannia glutinosa were cultured in Murashige and Skoog (1962) liquid or liquid-over-agar medium containing 2.0 mg L−1 naphthaleneacetic acid and 0.5 mg L−1 benzylamino purine. An amino acid mixture of glutamine, arginine, glycine, and aspartic acid promoted sustained protoplast division, with an average plating efficiency of 27%. Protoplast-derived colonies formed callus which readily regenerated shoots on t ransfer to Murashige and Skoog based agar medium with 2.0 mg L−1 indoleacetic acid and 1.0 mg L−1 benzylamino purine. Leaf explants also showed a marked capacity for shoot regeneration in culture.",,,,,,,,,,,,,,,,,,,
38,Rehmannia glutiosa Libosch. f. hueichingensis (Chao et Schih) Hsiao,73,Rehmannia_glutinosa_f._hueichingensis-Ref-2,73,Rehmannia_glutinosa_f._hueichingensis-Ref-2,"Zheng SJ et al., Plant Tissue Culture Letters, 10(1): 95-97 (1993)",,,,,,,,,,,,,,,,,,,,
38,Rehmannia glutiosa Libosch. f. hueichingensis (Chao et Schih) Hsiao,74,Rehmannia_glutinosa-Rep-1,74,Rehmannia_glutinosa-Rep-1,"Park SU et al., Journal of Medicinal Plants Research, 3(1): 031-034 (2009)",The establishment of an efficient protocol for plant regeneration and micropropagation from leaf cultures of Rehmannia glutinosa L. is reported. The regenerated shoots obtained from leaf cultures on solid MS medium containing different concentractions of TDZ. The highest number of shoots per explant (2.1) and shoot growth (1.2 cm) was obtained on MS medium containing 1 mg/L TDZ. The addition of 0.1 mg/L NAA and 3g/L Gelrite in MS medium containing 1 mg/L TDZ substantially improved the shoot regeneration of R. glutinosa. The rooted plants were hardened and transferred to soil with a 73% survival rate. The continuous production of R. glutinosa regenerated plants could be used as a possible micropropagation system.,Development of a method for shoot organogenesis and plant regeneration from leaf explant cultures of R. glutinosa,,Young leaves of R. glutinosa taken from greenhouse grown plants,,"Leaf explants (7 X 7 mm2 in size) were prepared from surface-sterilized leaf, were cultured on MS medium supplenented with different concentrations of TDZ. For improvement of shoot regeneration, the medium was optimized by testing the effect of different concentration of auxins and gelling agents on shoot formation and growth. Cultures were maintained at 25±1 ªC in a growth chamber with a 16-h photoperiod under standard cool white fluorescent tubes (35 µmol s-1 m-2). MS medium containing 1 mg/l TDZ, 0.1 mg/l NAA and 3 g/l Gelrite gave the highest number of shoots per explant (4.7) with highest shoot length (1.8 cm).",Regenerated shoots (around 1 cm long) were placed in MS medium. The medium was solidified with 3 g/L Gelrite and dispensed at 30 ml per Magenta box and four shoots were cultured in each box. Regenerated shoots were incubated at 25±1ªC in a growth chamber with a 16-h photoperiod under standard cool white fluorescent tubes (35 mmol s-1 m-2) for 8 weeks for rooting of regenerated shoots.,"The rooted plants were washed with sterile water to remove Gelrite, transferred to pots containing autoclaved vermiculite, and coveredwith polyethylene bags for one week to maintain high humidity.","The acclimataized plants were then transferred to soil and maintained in a growth chamber with a 16-h photoperiod, and a night/day temperature of 18/20ªC for 2 weeks. These hardened plants then transferred to the greenhouse.",,"The rooted plants were hardened and transferred to soil with a 73% survival rate where they grew normally and flowered within 3 months. The continuous production of R. glutinosa regenerated plants could be used as a possible micropropagation system. Every year the growers have to save some roots from total harvested roots of their plant for conventional method for mass propagation, but we can produce about 5 plantlets from in vitro one leaf explant cultures of R. glutinosa all the year round.",,,,,,,,,
37,Rehmannia glutiosa Libosch. var. purpurea Makino,32,Rehmannia_glutinosa_var._purpurea-Ref-1,32,Rehmannia_glutinosa_var._purpurea-Ref-1,"Yong-Yi C et al., Plant Cell, Tissue and Organ Culture 62: 219–226 (2000)","Rehmannia glutinosa plantlets were cultured for 4 weeks under different culture conditions to determine the optimum environment for in vitro growth and ex vitro survival. Plantlet growth increased with an increasing number of air exchanges of the culture vessel, exhibiting greatest shoot weight, total fresh weight, leaf area, and chlorophyll content at 4.4 h−1 of air exchanges. High sucrose concentration (30 g l−1) increased root weight but reduced shoot growth. Net photosynthetic rates of the plantlets were greatest when sucrose was not added to the medium. On the other hand, ex vitro survival of the plantlets was not influenced by sucrose concentration. In the experiment on difference in photoperiod and dark period temperatures (DIF) and photosynthetic photon flux (PPF), plantlet growth increased as DIF and PPF levels increased. Particularly, increasing PPF level had a more distinctive effect on plantlet growth than increasing DIF level. The interaction of DIF × PPF was also significant, showing the greatest plantlet growth in positive DIF (+8 DIF) and a high PPF (210 μmol m−2 s−1). In conclusion, the results of this experiment suggest that increased number of air exchanges of the culture vessel, decreased sucrose concentration, and positive DIF in combination with high PPF level enhanced growth and acclimatization of Rehmannia glutinosa plantlets.",,,,,,,,,,,,,,,,,,,
37,Rehmannia glutiosa Libosch. var. purpurea Makino,71,Rehmannia_glutinosa_var._purpurea-Ref-2,71,Rehmannia_glutinosa_var._purpurea-Ref-2,"Shoyama Y et al., Planta Medica 48: 124-128 (1983)",Shoot tips of Rehmannia glutinosa LIBOSCHITZ var. purpurea MAKINO were grown in medium supplemented with 1ppm indole-3-acetic acid (IAA) and 1ppm 6-benzylaminopurine (BAP). Subculture of the shoot in medium containing BAP (5 ppm) or a combination of gibberellic acid A3 (GA) and BAP resulted in multiple shoot formation. Subsequent transfer of these shoots to hormone-free medium resulted in rooting.,Clonal multiplication method of Rehmannia glutinosa from shoot tips and the successful establishment of the plantlets obtained in vitro into soil,,root which were bedded in sterilized vermiculite,"Portions of the shoot were removed, sterilized and washed with sterilized water. The shoot tips were dissected from the shoots with the aid of a binocular microscope into sections 0.5-1 mm in length. The basal medium consisted of Murashige and Skoog (MS) salts supplemented by auxin (IAA), cytokinins and GA in concentrations and combinations. The growth of the shoot tip was most successful when cultured on IAA and BAP (1 ppm each) containing medium; therefore, this became the medium routinely used in the initial stage.","After the initial stage, the cultured shoot was transferred to MS medium supplemented with kinetin, BAP and GA and cultured. With 5 ppm BAP, a shoot segment produced a multiple shoot complex of approximately 20 shoots per segment.",Rooting occurred when the proliferated shoot clump was cut into units consisting of 2 petioles attached to a basal stem portion and these shoot sections were transferred to hormone free MS medium.,,"Subsequently, the rooted plantlets were successfully transferred to vermiculite.",,The plants grew to be similar to their parental strains when transferred to soil and cultivated. It is theoretically possible to obtain more than 2 x 1010 plants per year.,,,,,,,,,
37,Rehmannia glutiosa Libosch. var. purpurea Makino,72,Rehmannia_glutinosa_var._purpurea-Ref-3,72,Rehmannia_glutinosa_var._purpurea-Ref-3,"Matsumoto M et al., Shoyakugaku Zasshi 40(2): 193-197 (1986)","Herbaceous cuttings of Rehmannia glutinosa Lib. var. purprea MAKINO obtained from in vitro culture were planted in vermiculite. The optimal temperature for growth was determined by using Biotron. As regards rooting rate, root number and root length, the most favourable temperature for rooting was 25'C. Root formation was slower at 20ªC than at 25ºC. All the cuttings died within 10 days when the temperature was kept at 30ªC. Leaves cultured in vitro on MS medium containing IAA formed roots within a week; addition of 1 ppm IAA caused root formation in 64% of the leaf explants. When the rooted leaf segments were subcultured on a medium containing 2.5 ppm BAP， multiple shoot formation occurred within 5 week. In order to get direct shoot formation from leaf segments, leaf cuttings were cultured on MS medium containing BAP or both BAP and GA. Although numerous shoot primordia were formed on the surface within 5 weeks, their growth was very poor. On the other hand, all the leaf cuttings in soil died within a week. Instead of storing roots before planting, plants obtained from the cuttings were immediately cultivated at 25ªC with watering once in 7-10 days for one year. These plants grew vigorously when cultivated in the greenhouse.",Establishment of new vegetative propagation method of Rehmannia glutinosa Lib. var. purprea,Rehmannia glutinosa in vitro culture,"Herbaceous cuttings from in vitro culture (stem cuttings, leaf cuttings)",,,,,,,,,,,,,,,,
50,Rheum palmatum Linne,39,Rheum_palmatum-Ref-1,39,Rheum_palmatum-Ref-1,昭和63年度共同研究報告書、道産生薬の品質向上と育成に関する研究、平成元年3月、北海道立衛生研究所、北海道立北見農業試験場、北海道立林業試験場、北海道立中央農業試験場、p.6-9,,,,,,,,,,,,,,,,,,,,
50,Rheum palmatum Linne,83,Rheum_palmatum-Ref-2,83,Rheum_palmatum-Ref-2,"Kaneko K. et al., Shoyakugaku Zasshi 40(4): 401-405 (1986)",Meristem tips of Rheum palmatum L. grown on a paper bridge placed on a MS-medium containing 8 mg/l of naphthalene acetic acid (NAA) and 2.56 mg/l of benzylaminopurine (BAP) were induced to form shoots which gave rapidly proliferating shoots within 14 days of transfer to a medium containing 4 mg/l of NAA and 7.56 mg/l of BAP. Subsequent transfer of the shoots to a BAP free medium resulted in root development within 3 weeks. The rooted plantlets were readily established in peat pots with vermiculite within three weeks and were subsequently cultivated with soil for 6 months (the highest being 30 cm after 6 months).,,,,,,,,,,,,,,,,,,,
50,Rheum palmatum Linne,84,Rheum_palmatum×R._coreanum-Ref-1,84,Rheum_palmatum×R._coreanum-Ref-1,特願平6-68436,,,,,,,,,,,,,,,Rheum palmatum Linne×R. coreanum Nakai,,,,,
59,Saposhnikovia divaricata Schischkin,77,Saposhnikovia_divaricata-Ref-1,77,Saposhnikovia_divaricata-Ref-1,"平岡ら 生薬学雑誌 41(1), 43-47 (1987)","A perennial medicinal plant, Saposhnikovia divaricate Schischkin (Ledebouriella seseloides WOLFF, Umbelliferae), was propagated through somatic embryogenesis of the leaf callus. The callus tissues were induced from leaf explants placed on Linsmaier-Skoog (LS) agar medium containing 1 μM 2,4-dichlorophenoxyacetic acid and 1 μM. kinetin. Somatic embryos were differentiated from superficial cells of primary callus tissues maintained for more than four months without transfer to fresh medium. The somatic embryos were proliferated in liquid LS medium without growth regulators. After germination on the hormone-free LS agar medium they were transferred to half strength LS medium supplemented with 1% sucrose and allowed to grow into plantlets, which were then transplanted to pots.",,,,,,,,,,,,,,,,,,,
64,Saussurea lappa Clarke,67,Saussurea_lappa-Ref-1,67,Saussurea_lappa-Ref-1,"Aro R et al., Plant Cell Reports 8: 44-47 (1989)",A procedure for in vitro multiplication of Saussurea lappa (Asteraceae) is described. On Murashige and Skoog's medium (MS) containing benzylaminopurine and gibberellin 3.5-fold shoot multiplication occurred every three weeks. Shoots rooted on MS containing 0.5 ~M naphthaleneacetic acid with 90% efficiency. The shoot cultures stored at 5°C in the dark for 12 months without an intervening subculture survived with 100% viability. The shoots cold stored for 6 months or more showed higher rates of multiplication under culture room conditions than the untreated shoots.,The present study is part of a project undertaken to apply in vitro methods for the conservation of threatened species. This paper describes micropropagation and cold storage of Saussurea lappa.,"The seeds of Saussurea lappa C.B.Clarke, obtained through the courtesy of the Lahul Kuth Growers Coop Marketing Society Ltd., Manali, Distt. Kulu, were used to raise aseptic seedlings which served as the source of explants.","The cotyledonary leaves, and hypocotyl and root segments derived from 15-day-old aseptic seedlings, were used as the explants",MS supplemented with 5 uM BAP and 3 mM GA3,"For micropropagation, shoot cultures were initiated from 10-15 mm long terminal portion of the hypocotyl segments bearing the plumule, and shoot buds produced in cotyledon cultures. At the end of each passage of shoot multiplication, individual shoots were separated, and transferred to fresh medium after clipping the leaves about 1 cm above the base of the shoots.",The shoots multiplied on MS containing 5 uM BAP and 3 uM GA 3 were used for rooting.,,,,,,,,,,,,,
